frame.number	frame.time_relative	bthci_acl.chandle	bthci_acl.src.bd_addr	bthci_acl.dst.bd_addr	btl2cap.cid	btatt.opcode	btatt.handle	btatt.starting_handle	btatt.ending_handle	btatt.group_end_handle	btatt.service_uuid16	btatt.service_uuid128	btatt.characteristic_properties	btatt.characteristic_uuid16	btatt.characteristic_uuid128	btatt.uuid16	btatt.uuid128	btatt.characteristic_configuration_client	btatt.value	_ws.col.info
46261	18869.709000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x01	0x0001									0x1800				Rcvd Error Response - Attribute Not Found, Handle: 0x0001 (GAP)
46276	18869.709000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x06		0x0001	0xffff							0x2800			00000000000000b000405104c0ff00f0	Sent Find By Type Value Request, Primary Service, Handles: 0x0001..0xffff
46277	18869.739000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x10		0x0019	0xffff							0x2800				Rcvd Read By Group Type Request, Primary Service, Handles: 0x0019..0xffff
46278	18869.739000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x11	0x0019,0x0023,0x002f,0x0034,0x0039			0x0022,0x002e,0x0033,0x0038,0x003d	0x1805	7905f431b5ce4e99a40f4b1e122d00d0,89d3502b0f36433a8ef4c502ad55f8dc,d0611e78bbb44591a5f8487910ae4366,9fa480e0496745429390d343dc5d04ae				0x2800	d0002d121e4b0fa4994eceb531f40579,dcf855ad02c5f48e3a43360f2b50d389,6643ae107948f8a59145b4bb781e61d0,ae045ddc43d3909342456749e080a49f,8f3610505fab1689774f822fedd50c41			Sent Read By Group Type Response, Attribute List Length: 5, Unknown, Unknown, Unknown, Unknown, Unknown
46281	18869.768000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x01	0x0001									0x1800				Rcvd Error Response - Attribute Not Found, Handle: 0x0001 (GAP)
46292	18869.799000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x10		0x003e	0xffff							0x2800				Rcvd Read By Group Type Request, Primary Service, Handles: 0x003e..0xffff
46293	18869.799000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x003e					410cd5ed2f824f778916ab5f5010368f				0x2800				Sent Error Response - Attribute Not Found, Handle: 0x003e (Unknown: Unknown)
46295	18869.859000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0001	0x0005							0x2802				Rcvd Read By Type Request, Include, Handles: 0x0001..0x0005
46296	18869.859000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0005				0x1800					0x2802				Sent Error Response - Attribute Not Found, Handle: 0x0005 (GAP: Unknown)
46298	18869.919000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0001	0x0005							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0001..0x0005
46299	18869.919000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x09	0x0002,0x0003,0x0004,0x0005				0x1800,0x1800,0x1800,0x1800		0x02,0x02	0x2a00,0x2a00		0x2803,0x2a00,0x2a00,0x2803,0x2a01,0x2803				Sent Read By Type Response, Attribute List Length: 2, Device Name, Appearance
46300	18869.979000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0006	0x0009							0x2802				Rcvd Read By Type Request, Include, Handles: 0x0006..0x0009
46301	18869.979000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0009				0x1801					0x2802				Sent Error Response - Attribute Not Found, Handle: 0x0009 (GATT: Unknown)
46303	18870.039000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0006	0x0009							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0006..0x0009
46304	18870.039000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x09	0x0007,0x0008				0x1801,0x1801		0x20			0x2803,0x2a05,0x2803				Sent Read By Type Response, Attribute List Length: 1, Service Changed
46307	18870.099000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0008	0x0009							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0008..0x0009
46308	18870.099000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0009				0x1801			0x2a05		0x2803				Sent Error Response - Attribute Not Found, Handle: 0x0009 (GATT: Service Changed: Unknown)
46311	18870.100000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x06		0x0001	0xffff							0x2800			00000000000000b000405104c0ff00f0	Sent Find By Type Value Request, Primary Service, Handles: 0x0001..0xffff
46313	18870.159000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x0009	0x0009											Rcvd Find Information Request, Handles: 0x0009..0x0009
46314	18870.159000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x0009				0x1801			0x2a05		0x2902				Sent Find Information Response, Handle: 0x0009 (GATT: Service Changed: Client Characteristic Configuration)
46315	18870.159000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x01	0x0001									0x1800				Rcvd Error Response - Attribute Not Found, Handle: 0x0001 (GAP)
46318	18870.160000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x08		0x0100	0x0105							0x2803				Sent Read By Type Request, Characteristic, Handles: 0x0100..0x0105
46322	18870.219000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x000a	0x000e							0x2802				Rcvd Read By Type Request, Include, Handles: 0x000a..0x000e
46323	18870.219000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x000e				0x180a					0x2802				Sent Error Response - Attribute Not Found, Handle: 0x000e (Device Information: Unknown)
46325	18870.221000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x09	0x0101,0x0102,0x0103,0x0104					7dfc90007d1c495186aa8d9728f8d66c,7dfc90007d1c495186aa8d9728f8d66c,7dfc90007d1c495186aa8d9728f8d66c,7dfc90007d1c495186aa8d9728f8d66c	0x0a,0x10		6e400002b5a3f393e0a9e50e24dcca9e,6e400002b5a3f393e0a9e50e24dcca9e	0x2803,0x2803,0x2803	9ecadc240ee5a9e093f3a3b50200406e,9ecadc240ee5a9e093f3a3b50300406e			Rcvd Read By Type Response, Attribute List Length: 2, Nordic UART Tx, Nordic UART Rx
46326	18870.221000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x04		0x0105	0x0105											Sent Find Information Request, Handles: 0x0105..0x0105
46328	18870.279000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x000a	0x000e							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x000a..0x000e
46329	18870.279000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x09	0x000b,0x000c,0x000d,0x000e				0x180a,0x180a,0x180a,0x180a		0x02,0x02	0x2a29,0x2a29		0x2803,0x2a29,0x2803,0x2a24,0x2803				Sent Read By Type Response, Attribute List Length: 2, Manufacturer Name String, Model Number String
46330	18870.279000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x05	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e		fb349b5f800000800010000002290000			Rcvd Find Information Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46331	18870.279000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902		0x0001		Sent Write Request, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46333	18870.339000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x000f	0x0012							0x2802				Rcvd Read By Type Request, Include, Handles: 0x000f..0x0012
46334	18870.339000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0012				0x180f					0x2802				Sent Error Response - Attribute Not Found, Handle: 0x0012 (Battery: Unknown)
46335	18870.339000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46336	18870.339000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46338	18870.399000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x000f	0x0012							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x000f..0x0012
46339	18870.399000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x09	0x0010,0x0011				0x180f,0x180f		0x12			0x2803,0x2a19,0x2803				Sent Read By Type Response, Attribute List Length: 1, Battery Level
46340	18870.399000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46341	18870.400000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46342	18870.415000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46343	18870.459000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0011	0x0012							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0011..0x0012
46344	18870.459000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0012				0x180f			0x2a19		0x2803				Sent Error Response - Attribute Not Found, Handle: 0x0012 (Battery: Battery Level: Unknown)
46346	18870.489000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46347	18870.489000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46348	18870.490000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46349	18870.519000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x0012	0x0012											Rcvd Find Information Request, Handles: 0x0012..0x0012
46350	18870.519000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x0012				0x180f			0x2a19		0x2902				Sent Find Information Response, Handle: 0x0012 (Battery: Battery Level: Client Characteristic Configuration)
46353	18870.578000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0013	0x0018							0x2802				Rcvd Read By Type Request, Include, Handles: 0x0013..0x0018
46354	18870.579000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0018				0x1805					0x2802				Sent Error Response - Attribute Not Found, Handle: 0x0018 (Current Time: Unknown)
46356	18870.638000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0013	0x0018							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0013..0x0018
46357	18870.638000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x09	0x0014,0x0015,0x0017,0x0018				0x1805,0x1805,0x1805,0x1805		0x12,0x02	0x2a2b,0x2a2b		0x2803,0x2a2b,0x2803,0x2a0f,0x2803				Sent Read By Type Response, Attribute List Length: 2, Current Time, Local Time Information
46358	18870.699000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x0016	0x0016											Rcvd Find Information Request, Handles: 0x0016..0x0016
46359	18870.699000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x0016				0x1805			0x2a2b		0x2902				Sent Find Information Response, Handle: 0x0016 (Current Time: Current Time: Client Characteristic Configuration)
46361	18870.759000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0019	0x0022							0x2802				Rcvd Read By Type Request, Include, Handles: 0x0019..0x0022
46362	18870.759000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0022					7905f431b5ce4e99a40f4b1e122d00d0				0x2802				Sent Error Response - Attribute Not Found, Handle: 0x0022 (Unknown: Unknown)
46365	18870.819000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0019	0x0022							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0019..0x0022
46366	18870.819000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x09	0x001a,0x001b,0x001d,0x001e,0x0020,0x0021					7905f431b5ce4e99a40f4b1e122d00d0,7905f431b5ce4e99a40f4b1e122d00d0,7905f431b5ce4e99a40f4b1e122d00d0,7905f431b5ce4e99a40f4b1e122d00d0,7905f431b5ce4e99a40f4b1e122d00d0,7905f431b5ce4e99a40f4b1e122d00d0	0x88,0x10,0x10		69d1d8f345e149a898219bbdfdaad9d9,69d1d8f345e149a898219bbdfdaad9d9,9fbf120d630142d98c5825e699a21dbd,9fbf120d630142d98c5825e699a21dbd	0x2803,0x2803,0x2803,0x2803	d9d9aafdbd9b2198a849e145f3d8d169,bd1da299e625588cd94201630d12bf9f,fb7b7cce6ab344beb54bd624e9c6ea22			Sent Read By Type Response, Attribute List Length: 3, Unknown, Unknown, Unknown
46368	18870.879000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0021	0x0022							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0021..0x0022
46369	18870.879000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x0022					7905f431b5ce4e99a40f4b1e122d00d0			22eac6e924d64bb5be44b36ace7c7bfb	0x2803				Sent Error Response - Attribute Not Found, Handle: 0x0022 (Unknown: Unknown: Unknown)
46370	18870.939000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x001c	0x001c											Rcvd Find Information Request, Handles: 0x001c..0x001c
46371	18870.939000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x001c					7905f431b5ce4e99a40f4b1e122d00d0			69d1d8f345e149a898219bbdfdaad9d9	0x2900				Sent Find Information Response, Handle: 0x001c (Unknown: Unknown: Characteristic Extended Properties)
46373	18870.999000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x001f	0x001f											Rcvd Find Information Request, Handles: 0x001f..0x001f
46374	18870.999000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x001f					7905f431b5ce4e99a40f4b1e122d00d0			9fbf120d630142d98c5825e699a21dbd	0x2902				Sent Find Information Response, Handle: 0x001f (Unknown: Unknown: Client Characteristic Configuration)
46375	18871.029000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46376	18871.029000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46378	18871.031000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46379	18871.059000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x0022	0x0022											Rcvd Find Information Request, Handles: 0x0022..0x0022
46380	18871.059000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x0022					7905f431b5ce4e99a40f4b1e122d00d0			22eac6e924d64bb5be44b36ace7c7bfb	0x2902				Sent Find Information Response, Handle: 0x0022 (Unknown: Unknown: Client Characteristic Configuration)
46382	18871.089000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46384	18871.090000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46385	18871.103000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46386	18871.119000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0023	0x002e							0x2802				Rcvd Read By Type Request, Include, Handles: 0x0023..0x002e
46387	18871.119000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x002e					89d3502b0f36433a8ef4c502ad55f8dc				0x2802				Sent Error Response - Attribute Not Found, Handle: 0x002e (Unknown: Unknown)
46389	18871.148000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46390	18871.149000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46391	18871.149000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46392	18871.179000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x0023	0x002e							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x0023..0x002e
46393	18871.179000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x09	0x0024,0x0025,0x0028,0x0029,0x002c,0x002d					89d3502b0f36433a8ef4c502ad55f8dc,89d3502b0f36433a8ef4c502ad55f8dc,89d3502b0f36433a8ef4c502ad55f8dc,89d3502b0f36433a8ef4c502ad55f8dc,89d3502b0f36433a8ef4c502ad55f8dc,89d3502b0f36433a8ef4c502ad55f8dc	0x98,0x98,0x8a		9b3c81d857b14a8ab8df0e56f7ca51c2,9b3c81d857b14a8ab8df0e56f7ca51c2,2f7cabce808d411f9a0cbb92ba96c102,2f7cabce808d411f9a0cbb92ba96c102	0x2803,0x2803,0x2803,0x2803	c251caf7560edfb88a4ab157d8813c9b,02c196ba92bb0c9a1f418d80ceab7c2f,d7d5bb70a8a3aba6d846ab238cf3b2c6			Sent Read By Type Response, Attribute List Length: 3, Unknown, Unknown, Unknown
46395	18871.209000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46396	18871.209000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46397	18871.209000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46398	18871.239000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x08		0x002d	0x002e							0x2803				Rcvd Read By Type Request, Characteristic, Handles: 0x002d..0x002e
46399	18871.239000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x01	0x002e					89d3502b0f36433a8ef4c502ad55f8dc			c6b2f38c23ab46d8a6aba3a870bbd5d7	0x2803				Sent Error Response - Attribute Not Found, Handle: 0x002e (Unknown: Unknown: Unknown)
46401	18871.268000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x13	0x0105					7dfc90007d1c495186aa8d9728f8d66c			6e400003b5a3f393e0a9e50e24dcca9e	0x2902				Rcvd Write Response, Handle: 0x0105 (Unknown: Nordic UART Rx: Client Characteristic Configuration)
46402	18871.269000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x12	0x0102					7dfc90007d1c495186aa8d9728f8d66c					6e400002b5a3f393e0a9e50e24dcca9e			Sent Write Request, Handle: 0x0102 (Unknown: Nordic UART Tx)
46403	18871.269000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46405	18871.272000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x1b	0x0104					7dfc90007d1c495186aa8d9728f8d66c					6e400003b5a3f393e0a9e50e24dcca9e			Rcvd Handle Value Notification, Handle: 0x0104 (Unknown: Nordic UART Rx)
46406	18871.272000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x0026	0x0027											Rcvd Find Information Request, Handles: 0x0026..0x0027
46407	18871.272000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x0026,0x0027					89d3502b0f36433a8ef4c502ad55f8dc,89d3502b0f36433a8ef4c502ad55f8dc			9b3c81d857b14a8ab8df0e56f7ca51c2,9b3c81d857b14a8ab8df0e56f7ca51c2	0x2900,0x2902				Sent Find Information Response, Handle: 0x0026 (Unknown: Unknown: Characteristic Extended Properties), Handle: 0x0027 (Unknown: Unknown: Client Characteristic Configuration)
46409	18871.329000000	0x0402	70:de:f9:d6:ab:5f	00:00:00:00:00:00	0x0004	0x04		0x002a	0x002b											Rcvd Find Information Request, Handles: 0x002a..0x002b
46410	18871.329000000	0x0402	00:00:00:00:00:00	70:de:f9:d6:ab:5f	0x0004	0x05	0x002a,0x002b					89d3502b0f36433a8ef4c502ad55f8dc,89d3502b0f36433a8ef4c502ad55f8dc			2f7cabce808d411f9a0cbb92ba96c102,2f7cabce808d411f9a0cbb92ba96c102	0x2900,0x2902				Sent Find Information Response, Handle: 0x002a (Unknown: Unknown: Characteristic Extended Properties), Handle: 0x002b (Unknown: Unknown: Client Characteristic Configuration)
